Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Relative Effort,Commute,Activity Gear,Filename
1865371165,"25 Sep 2018, 17:36:09",Evening Run,Run,,3481,8.83,27,false,,activities/1998514701.fit.gz
1866354541,"26 Sep 2018, 07:26:55",Morning Ride,Ride,,1841,9.32,20,false,,activities/1999525899.fit.gz
1867210152,"26 Sep 2018, 16:27:25",Afternoon Ride,Ride,,1118,9.15,10,false,,activities/2000404855.fit.gz
1868433999,"27 Sep 2018, 06:54:31",Morning Ride,Ride,,1822,9.30,13,false,,activities/2001661421.fit.gz
1869242664,"27 Sep 2018, 16:00:49",Afternoon Run,Run,,1990,4.85,18,false,,activities/2002496115.fit.gz
1875002167,"30 Sep 2018, 09:02:53",Morning Run,Run,,6306,16.41,41,false,,activities/2008445043.fit.gz
1885613910,"5 Oct 2018, 13:15:53",Afternoon Run,Run,,3136,8.14,22,false,,activities/2019411614.fit.gz
1885726764,"5 Oct 2018, 14:28:54",Afternoon Ride,Ride,,1038,0,3,false,,activities/2019527161.fit.gz
1903941808,"14 Oct 2018, 09:12:06",Morning Run,Run,,4589,8.33,49,false,,activities/2038458244.fit.gz
1908828671,"16 Oct 2018, 17:28:54",Evening Run,Run,,2815,7.36,34,false,,activities/2043564945.fit.gz
1910821626,"17 Oct 2018, 17:02:12",Evening Run,Run,,1836,4.97,14,false,,activities/2045617555.fit.gz
1916000364,"20 Oct 2018, 11:05:34",Lunch Run,Run,,2193,5.39,12,false,,activities/2050955477.fit.gz
1916452530,"20 Oct 2018, 12:02:19",Afternoon Ride,Ride,,1902,0,26,false,,activities/2051420582.fit.gz
1934310876,"29 Oct 2018, 16:50:48",Afternoon Ride,Ride,,2968,0,18,false,,activities/2069912618.fit.gz
1938890126,"31 Oct 2018, 13:38:03",Afternoon Ride,Ride,,2813,0,12,false,,activities/2074614934.fit.gz
1941702722,"2 Nov 2018, 12:06:16",Lunch Ride,Ride,,3346,0,29,false,,activities/2077510877.fit.gz
1944232190,"2 Nov 2018, 18:21:06",Evening Ride,Ride,,1910,0,11,false,,activities/2080131210.fit.gz
1944232268,"2 Nov 2018, 18:53:55",Evening Run,Run,,324,0.83,4,false,,activities/2080131309.fit.gz
1947796601,"3 Nov 2018, 12:30:22",Lunch Ride,Ride,,69517,0,119,false,,activities/2083843216.fit.gz
1947796974,"4 Nov 2018, 09:01:53",Morning Ride,Ride,,2966,0,17,false,,activities/2083843987.fit.gz
1951939310,"6 Nov 2018, 07:58:26",Activity,Ride,,115550,8.57,11,false,,activities/2088082666.fit.gz
1951940041,"5 Nov 2018, 12:21:30",Lunch Run,Run,,2880,5.10,14,false,,activities/2088081563.fit.gz
1967816615,"16 Nov 2018, 13:25:49",Afternoon Run,Run,,1821,4.88,25,false,,activities/2104386591.fit.gz
1969183918,"17 Nov 2018, 09:15:02",Morning Run,Run,,4490,7.25,29,false,,activities/2105794848.fit.gz
1979348072,"22 Nov 2018, 18:08:39",Evening Run,Run,,2377,6.53,25,false,,activities/2116362365.fit.gz
1980323182,"23 Nov 2018, 10:33:18",Morning Ride,Ride,,5180,18.45,,false,,activities/2117365086.fit.gz
1983872032,"25 Nov 2018, 11:19:49",Lunch Run,Run,,1690,4.86,19,false,,activities/2121098126.fit.gz
1984007957,"25 Nov 2018, 11:58:50",Lunch Ride,Ride,,2135,0.96,8,false,,activities/2121239616.fit.gz
1995927155,"2 Dec 2018, 10:24:02",Morning Run,Run,,3226,8.35,38,false,,activities/2133706945.fit.gz
2004733696,"7 Dec 2018, 12:23:36",Lunch Ride,Ride,,1840,0.25,0,false,,activities/2142843888.fit.gz
2006344442,"8 Dec 2018, 11:05:15",Lunch Ride,Ride,,4955,34.49,69,false,,activities/2144503577.fit.gz
2008176463,"9 Dec 2018, 11:49:59",Lunch Run,Run,,1645,3.36,12,false,,activities/2146415005.fit.gz
2015458506,"13 Dec 2018, 17:03:52",Afternoon Run,Run,,2547,4.46,15,false,,activities/2154010457.fit.gz
2025372591,"19 Dec 2018, 17:54:12",Afternoon Run,Run,,1910,4.85,13,false,,activities/2164453488.fit.gz
2025401091,"19 Dec 2018, 18:31:14",Evening Ride,Ride,,676,0,4,false,,activities/2164483125.fit.gz
2027947369,"21 Dec 2018, 11:38:12",Lunch Ride,Ride,,2701,0.66,2,false,,activities/2167153036.fit.gz
2029123183,"22 Dec 2018, 09:11:16",Morning Run,Run,,1823,4.91,26,false,,activities/2168369540.fit.gz
2055008443,"4 Jan 2019, 14:28:04",Afternoon Run,Run,,1869,4.99,16,false,,activities/2195756773.fit.gz
2055074124,"4 Jan 2019, 15:03:29",Afternoon Ride,Ride,,1816,0,6,false,,activities/2195826365.fit.gz
2056929852,"5 Jan 2019, 08:29:04",CCC Intro ride,Ride,"",14151,68.15,,false,,activities/2197776956.fit.gz
2073612031,"12 Jan 2019, 09:04:13",Trough with Ste P. Garmin died 10 from home,Ride,"",21432,89.39,163,false,,activities/2215131519.fit.gz
2079626110,"15 Jan 2019, 07:12:43",Morning Run,Run,,1997,5.06,16,false,,activities/2221884556.fit.gz
2083270364,"16 Jan 2019, 18:27:29",Spinning,Ride,"",3424,0,32,false,,activities/2225631992.fit.gz
2086431060,"18 Jan 2019, 08:34:50",Morning Ride,Ride,,2163,12.86,16,false,,activities/2228904432.fit.gz
2086556369,"18 Jan 2019, 09:50:44",Morning Ride,Ride,,2630,0,52,false,,activities/2229032627.fit.gz
2086684529,"18 Jan 2019, 11:10:11",Lunch Swim,Swim,,1214,525,,false,,activities/2229165816.fit.gz
2089013339,"19 Jan 2019, 08:15:18",Morning Ride,Ride,,18652,72.68,66,false,,activities/2231575643.fit.gz
2101898464,"25 Jan 2019, 09:42:16",Morning Ride,Ride,,3116,0,53,false,,activities/2244808783.fit.gz
2101966763,"25 Jan 2019, 11:08:41",Lunch Run,Run,,902,2.11,4,false,,activities/2244881757.fit.gz
2104555392,"26 Jan 2019, 08:17:14",CCC Progression ride,Ride,"",24326,113.75,67,false,,activities/2247534255.fit.gz
2107531452,"27 Jan 2019, 17:48:05",Afternoon Run,Run,,1569,3.90,8,false,,activities/2250613833.fit.gz
2113839246,"30 Jan 2019, 18:27:57",Evening Ride,Ride,,3322,0,36,false,,activities/2257221564.fit.gz
2113962046,"30 Jan 2019, 19:36:27",Evening Swim,Swim,,1087,450,,false,,activities/2257346883.fit.gz
2115851267,"31 Jan 2019, 18:33:35",Evening Run,Run,,1801,4.62,21,false,,activities/2259282389.fit.gz
2121350134,"3 Feb 2019, 10:45:34",Morning Run,Run,,6792,16.67,65,false,,activities/2264974739.fit.gz
2126248689,"5 Feb 2019, 17:33:38",Afternoon Ride,Ride,,2429,0,26,false,,activities/2270047999.fit.gz
2131973425,"8 Feb 2019, 09:33:04",Morning Ride,Ride,,3774,0,37,false,,activities/2275912197.fit.gz
2132091618,"8 Feb 2019, 11:26:25",Lunch Swim,Swim,,991,400,,false,,activities/2276032404.fit.gz
2136969258,"10 Feb 2019, 08:36:01",Morning Ride,Ride,,19198,82.89,49,false,,activities/2281100791.fit.gz
2141879239,"12 Feb 2019, 19:07:18",Evening Ride,Ride,,1808,0,9,false,,activities/2286153796.fit.gz
2141879596,"12 Feb 2019, 19:38:09",Evening Run,Run,,1214,2.86,11,false,,activities/2286154139.fit.gz
2150266596,"15 Feb 2019, 09:59:09",Morning Ride,Ride,,2657,0,38,false,,activities/2291733124.fit.gz
2156042471,"17 Feb 2019, 07:49:52",Morning Ride,Ride,,2149,13.14,16,false,,activities/2297809665.fit.gz
2156045577,"17 Feb 2019, 08:26:52",Morning Ride,Ride,,18766,91.20,75,false,,activities/2297813090.fit.gz
2160950046,"19 Feb 2019, 18:03:09",Evening Run,Run,,934,2.20,3,false,,activities/2303850187.fit.gz
2167065153,"22 Feb 2019, 14:18:00",Afternoon Run,Run,,1811,4.93,10,false,,activities/2310148497.fit.gz
2168893102,"23 Feb 2019, 09:55:28",Morning Ride,Ride,,5842,33.13,41,false,,activities/2312029667.fit.gz
2172187090,"24 Feb 2019, 07:47:07",Morning Ride,Ride,,1988,13.13,9,false,,activities/2315448083.fit.gz
2172187578,"24 Feb 2019, 08:33:00",Morning Ride,Ride,,20146,102.27,145,false,,activities/2315448254.fit.gz
2177626157,"26 Feb 2019, 16:45:50",Afternoon Run,Run,,3007,8.21,30,false,,activities/2321040566.fit.gz
2198803072,"8 Mar 2019, 09:32:50",Spinning,Ride,"",3683,0,32,false,,activities/2342807055.fit.gz
2203854097,"10 Mar 2019, 10:14:01",Morning Run,Run,,8424,21.30,120,false,,activities/2348007622.fit.gz
2214425407,"15 Mar 2019, 08:12:31",Morning Run,Run,,2681,7.23,24,false,,activities/2358846576.fit.gz
2219012539,"17 Mar 2019, 09:32:06",Morning Run,Run,,3089,8.33,21,false,,activities/2363600764.fit.gz
2251543298,"30 Mar 2019, 11:28:15",Lunch Run,Run,,2895,8.06,40,false,,activities/2397263731.fit.gz
2254825418,"31 Mar 2019, 07:30:03",Another Place,Ride,"",19801,101.80,168,false,,activities/2400770721.fit.gz
2266302621,"5 Apr 2019, 08:36:18",Morning Ride,Ride,,3716,0,39,false,,activities/2412653617.fit.gz
2268269275,"6 Apr 2019, 07:55:29",Morning Run/walk Roddlesworth,Run,"",2695,5.63,14,false,,activities/2414690629.fit.gz
2271939133,"7 Apr 2019, 06:18:23",Morning Ride,Ride,,1841,13.13,13,false,,activities/2418535707.fit.gz
2271939282,"7 Apr 2019, 11:39:17",Lunch Ride,Ride,,2312,12.56,11,false,,activities/2418535877.fit.gz
2271939537,"7 Apr 2019, 07:03:34",A Dream ride,Ride,"",16507,90.94,106,false,,activities/2418535859.fit.gz
2283797367,"12 Apr 2019, 08:57:39",Morning Run,Run,,3558,6.45,51,false,,activities/2430855359.fit.gz
2285820858,"13 Apr 2019, 08:07:58",Morning Run,Run,,2608,6.47,152,false,,activities/2432966672.fit.gz
2301220566,"19 Apr 2019, 08:36:46",Good Friday Morning Run,Run,"",3133,6.20,8,false,,activities/2449028238.fit.gz
2320032254,"26 Apr 2019, 10:16:43",Lunch Run,Run,,2994,6.73,36,false,,activities/2468775595.fit.gz
2334577678,"1 May 2019, 16:46:43",Afternoon Run,Run,,3948,9.71,42,false,,activities/2483983849.fit.gz
2338126638,"3 May 2019, 07:47:18",Morning Run,Run,,1923,4.90,20,false,,activities/2487692670.fit.gz
2340691543,"4 May 2019, 07:24:45",Morning Ride,Ride,,14440,67.71,57,false,,activities/2490366423.fit.gz
2346784680,"6 May 2019, 07:19:32",Morning Ride,Ride,,9417,42.91,59,false,,activities/2496764283.fit.gz
2356694314,"10 May 2019, 15:56:37",Afternoon Run,Run,,1218,1.69,2,false,,activities/2507027639.fit.gz
2356694505,"10 May 2019, 16:19:15",Afternoon Ride,Ride,,1016,0.24,1,false,,activities/2507027805.fit.gz
2360758981,"12 May 2019, 07:00:54",Morning Run,Run,,3095,6.35,18,false,,activities/2511264924.fit.gz
2363921862,"13 May 2019, 08:19:07",Cala Mandrago,Run,"",2511,6.05,25,false,,activities/2514571833.fit.gz
2369205743,"15 May 2019, 10:28:23",Lunch Swim it was further than 2yds!,Swim,"",802,2,,false,,activities/2520016065.fit.gz
2369356446,"15 May 2019, 11:37:03",Afternoon Swim,Swim,,799,228,,false,,activities/2520170077.fit.gz
2371999009,"16 May 2019, 10:53:46",Lunch Swim,Swim,,1860,252,,false,,activities/2522895304.fit.gz
2379470647,"19 May 2019, 09:14:34",Morning Run,Run,,3253,8.37,23,false,,activities/2530619858.fit.gz
2394842186,"24 May 2019, 08:11:54",Morning Ride,Ride,,5627,39.14,41,false,,activities/2546444330.fit.gz
2411363300,"31 May 2019, 09:25:04",Gowans Lane X 6 expanding circuits,Ride,"",7566,47.51,77,false,,activities/2563563839.fit.gz
2413896308,"1 Jun 2019, 09:45:34",More like 16miles in an hour and 5 - in the rain. Thanks Garmin!,Ride,"",3887,0.88,0,false,,activities/2566189328.fit.gz
2413896456,"1 Jun 2019, 07:22:34",Morning Ride,Ride,,8477,50.50,26,false,,activities/2566189290.fit.gz
2426052277,"5 Jun 2019, 16:38:34",Afternoon Ride,Ride,,2141,12.80,9,false,,activities/2578773566.fit.gz
2426416701,"5 Jun 2019, 17:27:18",Evening Ride,Ride,,1586,6.34,8,false,,activities/2579148581.fit.gz
2426417383,"5 Jun 2019, 18:34:54",Evening Ride,Ride,,1237,9.99,13,false,,activities/2579149254.fit.gz
2436004892,"9 Jun 2019, 06:26:03",Morning Ride,Ride,,1963,12.95,8,false,,activities/2589071157.fit.gz
2436005251,"9 Jun 2019, 07:04:55",Morning Ride,Ride,,17794,96.70,52,false,,activities/2589071265.fit.gz
2451476454,"15 Jun 2019, 07:21:56",Morning Ride,Ride,,15654,75.84,52,false,,activities/2605068442.fit.gz
2453781658,"16 Jun 2019, 07:24:23",Morning Run,Run,,2876,6.56,32,false,,activities/2607465440.fit.gz
2460975037,"18 Jun 2019, 17:17:19",Evening Run,Run,,4239,10.07,60,false,,activities/2614909333.fit.gz
2461102622,"18 Jun 2019, 18:35:35",Evening Ride,Ride,,1532,10.67,10,false,,activities/2615039085.fit.gz
2468051117,"21 Jun 2019, 08:05:31",Morning Ride,Ride,,13374,81.39,72,false,,activities/2622211848.fit.gz
2470470996,"22 Jun 2019, 10:04:44",Lunch Run,Run,,2906,6.45,21,false,,activities/2624729098.fit.gz
2497403897,"2 Jul 2019, 05:52:51",Hike up Beinn Ghlas and Ben Lawers,Run,"",15097,11.44,34,false,,activities/2652720005.fit.gz
2537723296,"16 Jul 2019, 17:46:05",It's been a while,Run,"",3059,8.20,40,false,,activities/2693980296.fit.gz
2540419218,"17 Jul 2019, 16:30:41",Afternoon Run,Run,,2895,7.72,19,false,,activities/2696743299.fit.gz
2543791891,"18 Jul 2019, 19:34:17",That took some effort to get going!,Run,"",4086,10.38,44,false,,activities/2700197615.fit.gz
2545688973,"19 Jul 2019, 16:11:54",Afternoon Run,Run,,1549,4.05,7,false,,activities/2702149473.fit.gz
2548035420,"20 Jul 2019, 08:04:08",Morning Ride,Ride,,22824,99.42,124,false,,activities/2704571551.fit.gz
2550146027,"21 Jul 2019, 08:56:10",Morning walk,Run,"",3943,6.68,12,false,,activities/2706758495.fit.gz
2554779567,"22 Jul 2019, 20:00:26",Night Run,Run,,7335,17.95,42,false,,activities/2711553859.fit.gz
2584328360,"2 Aug 2019, 14:03:41",Afternoon Run,Run,,4407,10.64,49,false,,activities/2742063254.fit.gz
2584380733,"2 Aug 2019, 15:23:05",Afternoon Run,Run,,1019,2.56,16,false,,activities/2742116535.fit.gz
2586511947,"3 Aug 2019, 07:24:29",Morning Ride,Ride,,16078,72.56,63,false,,activities/2744336557.fit.gz
2590497953,"4 Aug 2019, 06:57:57",Morning Ride,Ride,,17403,99.19,106,false,,activities/2748561333.fit.gz
2606169844,"10 Aug 2019, 08:37:26",Morning Run,Run,,3049,8.33,33,false,,activities/2765089259.fit.gz
2608998376,"11 Aug 2019, 08:42:59",Morning Run,Run,,2682,6.48,20,false,,activities/2768045820.fit.gz
2612913225,"12 Aug 2019, 15:39:46",Afternoon Run,Run,,2781,7.71,26,false,,activities/2772125430.fit.gz
2626234772,"17 Aug 2019, 09:57:54",Morning Run,Run,,3207,8.34,46,false,,activities/2785967589.fit.gz
2629582566,"18 Aug 2019, 07:24:23",Morning Ride,Ride,,19004,90.41,74,false,,activities/2789471110.fit.gz
2633363109,"19 Aug 2019, 17:39:58",Home from work the long way,Run,"",5046,13.80,52,false,,activities/2793418226.fit.gz
2634523496,"20 Aug 2019, 06:40:56",Commute,Ride,"",1801,9.29,11,false,,activities/2794660242.fit.gz
2636358978,"20 Aug 2019, 17:33:29",Evening Ride,Ride,,4705,43.57,106,false,,activities/2796544083.fit.gz
2640620807,"22 Aug 2019, 07:58:32",Run with the sons,Run,"",2972,7.06,16,false,,activities/2800989835.fit.gz
2649043468,"25 Aug 2019, 07:00:09",Post wedding run for the car,Run,"",3137,7.69,50,false,,activities/2809764761.fit.gz
2655354186,"27 Aug 2019, 09:23:51",Lunch Swim,Swim,"",2002,367,,false,,activities/2816356953.fit.gz
2686991135,"7 Sep 2019, 07:23:16",Morning Ride,Ride,,14083,67.63,51,false,,activities/2849189157.fit.gz
2689681166,"8 Sep 2019, 08:17:53",Morning Run,Run,,3158,8.37,25,false,,activities/2852008482.fit.gz
2704999045,"13 Sep 2019, 14:33:51",Afternoon Run,Run,,3097,8.35,25,false,,activities/2867863549.fit.gz
2720290054,"18 Sep 2019, 17:40:20",Evening Run,Run,,2979,7.44,32,false,,activities/2883739549.fit.gz
2724439606,"20 Sep 2019, 08:52:19",Morning Run,Run,,1971,4.85,24,false,,activities/2888040321.fit.gz
2724528577,"20 Sep 2019, 10:09:27",Lunch Run,Run,,674,1.68,3,false,,activities/2888132255.fit.gz
2727424270,"21 Sep 2019, 07:22:12",CCC Hilly Intro Ride,Ride,"",16232,74.08,62,false,,activities/2891139281.fit.gz
2729945566,"22 Sep 2019, 09:03:15",Morning Run,Run,,1348,3.33,10,false,,activities/2893785555.fit.gz
2767234100,"6 Oct 2019, 10:42:51",Lunch Run,Run,,918,2.48,6,false,,activities/2932571209.fit.gz
2767234763,"6 Oct 2019, 11:18:30",Lunch Run,Run,,869,2.39,17,false,,activities/2932571852.fit.gz
2779638313,"11 Oct 2019, 07:47:15",Morning Run,Run,,3419,8.35,,false,,activities/2945488302.fit.gz
2782385403,"12 Oct 2019, 11:24:34",Lunch Run,Run,,3048,8.12,,false,,activities/2948412696.fit.gz
2785255176,"13 Oct 2019, 10:48:36",Lunch Run,Run,,2575,6.54,,false,,activities/2951470597.fit.gz
2793404960,"16 Oct 2019, 13:41:05",Afternoon Run,Run,,2870,5.75,,false,,activities/2960146799.fit.gz
2793454652,"16 Oct 2019, 14:33:47",Afternoon Ride,Ride,,1215,0.26,,false,,activities/2960198315.fit.gz
2800421824,"19 Oct 2019, 07:19:31",Morning Ride,Ride,,16493,75.64,36,false,,activities/2967605541.fit.gz
2803307405,"20 Oct 2019, 08:19:41",Morning Ride,Ride,,16336,89.10,82,false,,activities/2970698978.fit.gz
2815284144,"25 Oct 2019, 08:43:43",Morning Run,Run,,3023,4.86,,false,,activities/2983533159.fit.gz
2815311878,"25 Oct 2019, 09:34:43",Morning Run,Run,,1121,1.37,,false,,activities/2983562287.fit.gz
2815345150,"25 Oct 2019, 10:04:30",Lunch Run,Run,,548,1.53,,false,,activities/2983596991.fit.gz
2815469697,"25 Oct 2019, 10:26:54",Lunch Swim,Swim,,609,250,,false,,activities/2983727422.fit.gz
2817858176,"26 Oct 2019, 09:36:29",Morning Run,Run,,7950,21.31,16,false,,activities/2986314700.fit.gz
2837192212,"3 Nov 2019, 08:43:37",Morning Run,Run,,3058,8.34,,false,,activities/3007500020.fit.gz
2851890189,"9 Nov 2019, 09:03:24",Nordic Walking/running,Run,"",7262,11.79,93,false,,activities/3024263878.fit.gz
